NUTS_CODE,nuts_level,country,country_en,adjective_en,nuts_1,nuts_2,nuts_3,YEAR,CDD,HDD
ES,0,España,Spain,Spanish,,,,2020,280.24,1554.52
ES1,1,España,Spain,Spanish,Noroeste,,,2010,21.31,2001.4199999999998
ES1,1,España,Spain,Spanish,Noroeste,,,1994,4.9399999999999995,1806.58
ES1,1,España,Spain,Spanish,Noroeste,,,1989,17.87,1688.1399999999996
ES1,1,España,Spain,Spanish,Noroeste,,,1993,15.18,2039.5299999999997
ES1,1,España,Spain,Spanish,Noroeste,,,2004,9.78,1969.66
ES1,1,España,Spain,Spanish,Noroeste,,,2009,9.27,1852.6399999999999
ES1,1,España,Spain,Spanish,Noroeste,,,2000,12.440000000000001,1899.12
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,1993,19.39,1985.03
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,1994,5.57,1769.91
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,1989,24.970000000000002,1609.85
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,2000,15.04,1839.1499999999999
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,2009,12.27,1760.34
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,2010,31.56,1894.8600000000001
ES11,2,España,Spain,Spanish,Noroeste,Galicia,,2004,12.9,1920.41
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,2010,16.53,1649.0699999999997
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,2000,15.9,1504.6200000000003
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,2009,2.6199999999999997,1544.95
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,2004,4.52,1606.61
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,1994,2.7600000000000002,1413.0099999999998
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,1989,13.01,1249.3899999999999
ES111,3,España,Spain,Spanish,Noroeste,Galicia,A Coruña,1993,17.97,1586.8199999999997
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,1980,3.78,2409.08
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,2007,4.879999999999999,2021.8000000000002
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,1996,2.0700000000000003,2029.6799999999998
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,2017,25.49,1819.9
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,2012,14.06,1943.4499999999998
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,2006,31.310000000000002,1856.3400000000001
ES112,3,España,Spain,Spanish,Noroeste,Galicia,Lugo,1988,3.69,2087.25
ES113,3,España,Spain,Spanish,Noroeste,Galicia,Ourense,2020,67.67,1920.5
ES114,3,España,Spain,Spanish,Noroeste,Galicia,Pontevedra,1986,11.440000000000001,1808.4299999999996
ES114,3,España,Spain,Spanish,Noroeste,Galicia,Pontevedra,2005,57.31999999999999,1540.19
ES114,3,España,Spain,Spanish,Noroeste,Galicia,Pontevedra,1997,31.88,1099.42
ES114,3,España,Spain,Spanish,Noroeste,Galicia,Pontevedra,1991,38.25,1715.1
ES114,3,España,Spain,Spanish,Noroeste,Galicia,Pontevedra,1985,17.929999999999996,1606.4099999999999
ES12,2,España,Spain,Spanish,Noroeste,Principado de Asturias,,1997,0.43,1675.2199999999998
ES12,2,España,Spain,Spanish,Noroeste,Principado de Asturias,,1986,0.0,2355.0299999999997
ES12,2,España,Spain,Spanish,Noroeste,Principado de Asturias,,1985,3.3499999999999996,2240.31
ES12,2,España,Spain,Spanish,Noroeste,Principado de Asturias,,2005,4.0,2058.15
ES12,2,España,Spain,Spanish,Noroeste,Principado de Asturias,,1991,2.29,2365.44
ES120,3,España,Spain,Spanish,Noroeste,Principado de Asturias,Asturias,2003,25.369999999999997,1895.9399999999996
ES120,3,España,Spain,Spanish,Noroeste,Principado de Asturias,Asturias,1999,0.75,2031.6000000000001
ES120,3,España,Spain,Spanish,Noroeste,Principado de Asturias,Asturias,1979,0.0,2339.94
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2011,16.97,1745.5700000000002
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2002,0.64,1809.3599999999997
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2021,10.08,1950.4199999999996
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2023,35.75,1634.02
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2018,6.209999999999999,1976.2299999999998
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,2001,21.44,1975.3300000000002
ES13,2,España,Spain,Spanish,Noroeste,Cantabria,,1982,11.35,2012.14
ES130,3,España,Spain,Spanish,Noroeste,Cantabria,Cantabria,2020,17.900000000000002,1708.1599999999999
ES2,1,España,Spain,Spanish,Noreste,,,2009,163.10000000000002,2085.8300000000004
ES2,1,España,Spain,Spanish,Noreste,,,2000,96.04,2118.39
ES2,1,España,Spain,Spanish,Noreste,,,2010,119.00999999999999,2387.73
ES2,1,España,Spain,Spanish,Noreste,,,1994,153.17000000000002,2086.61
ES2,1,España,Spain,Spanish,Noreste,,,1993,78.11000000000001,2413.88
ES2,1,España,Spain,Spanish,Noreste,,,2004,107.91,2299.06
ES2,1,España,Spain,Spanish,Noreste,,,1989,108.13000000000001,2052.4
ES21,2,España,Spain,Spanish,Noreste,País Vasco,,1985,22.330000000000002,2159.04
ES21,2,España,Spain,Spanish,Noreste,País Vasco,,2005,56.96000000000001,1976.56
ES21,2,España,Spain,Spanish,Noreste,País Vasco,,1986,17.16,2123.5
ES21,2,España,Spain,Spanish,Noreste,País Vasco,,1991,36.27,2192.8900000000003
ES21,2,España,Spain,Spanish,Noreste,País Vasco,,1997,29.22,1550.87
ES211,3,España,Spain,Spanish,Noreste,País Vasco,Araba/Álava,1986,14.25,2487.1900000000005
ES211,3,España,Spain,Spanish,Noreste,País Vasco,Araba/Álava,1985,13.72,2530.5699999999997
ES211,3,España,Spain,Spanish,Noreste,País Vasco,Araba/Álava,1997,24.400000000000002,1854.6100000000001
ES211,3,España,Spain,Spanish,Noreste,País Vasco,Araba/Álava,1991,42.95,2518.05
ES211,3,España,Spain,Spanish,Noreste,País Vasco,Araba/Álava,2005,52.2,2340.1400000000003
ES212,3,España,Spain,Spanish,Noreste,País Vasco,Gipuzkoa,2020,59.78,1417.8799999999999
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,2006,64.98,1405.1699999999998
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,2012,39.269999999999996,1724.89
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,2017,39.9,1586.9399999999998
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,1980,3.82,1910.0500000000002
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,1988,17.6,1542.3200000000002
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,1996,12.360000000000001,1561.9599999999998
ES213,3,España,Spain,Spanish,Noreste,País Vasco,Bizkaia,2007,16.7,1653.8999999999999
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2018,96.75,1957.8200000000002
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2021,94.78,2007.8099999999997
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2023,155.78,1738.0499999999997
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2001,113.29,1959.07
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2011,93.15,1762.8300000000002
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,2002,62.660000000000004,1792.8600000000001
ES22,2,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,,1982,63.54,2158.7400000000002
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,2003,226.5,1916.4900000000002
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,1979,26.69,2394.2200000000003
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,1999,61.54,2133.6499999999996
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,2005,72.47,2626.35
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1997,25.92,2100.59
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1986,35.01,2691.9600000000005
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1991,82.12,2737.6
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1985,30.68,2711.45
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2021,68.22999999999999,2275.83
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2023,122.78999999999999,1924.43
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2018,60.800000000000004,2189.65
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,1982,49.269999999999996,2532.04
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2001,76.3,2357.6500000000005
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2011,59.870000000000005,2017.5199999999998
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2002,39.480000000000004,2197.39
ES24,2,España,Spain,Spanish,Noreste,Aragón,,2000,114.67999999999999,2168.8799999999997
ES24,2,España,Spain,Spanish,Noreste,Aragón,,2009,199.59000000000003,2109.31
ES24,2,España,Spain,Spanish,Noreste,Aragón,,2004,124.14,2349.11
ES24,2,España,Spain,Spanish,Noreste,Aragón,,2010,148.77,2420.0099999999998
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1989,139.62,2089.92
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1993,92.92,2479.46
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1994,181.17999999999998,2155.09
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2023,283.4,1767.3499999999997
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,1982,144.25,2236.7100000000005
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2011,170.24,1899.2000000000005
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2018,210.53000000000003,2060.0299999999997
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2002,131.79000000000002,1960.6799999999998
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2021,194.33999999999997,2023.4099999999999
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2001,171.57000000000002,2174.76
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1996,29.57,2550.44
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2006,62.989999999999995,2275.4599999999996
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2012,125.1,2341.45
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2007,49.79,2476.31
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1980,36.230000000000004,2888.0399999999995
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1988,42.36,2594.4599999999996
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2017,141.9,2225.78
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,2005,187.01999999999998,2165.48
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1986,149.62,2107.21
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1991,219.13000000000002,2261.83
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1985,168.35000000000002,2167.05
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1997,104.88000000000001,1651.8500000000001
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1995,234.22000000000003,1630.94
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,2013,311.83,2083.11
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,2015,433.0,1640.3100000000002
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1983,170.0,2042.9099999999999
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1987,251.22,1962.8800000000003
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,2022,510.21000000000004,1572.1200000000001
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,2008,223.37,1933.6399999999999
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1992,219.29000000000002,2073.45
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1994,297.46,1903.36
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,2004,267.77,2053.9299999999994
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1993,223.07,2201.61
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,2010,302.78,2159.21
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1989,288.45,1743.8600000000001
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,2009,352.44000000000005,1821.3999999999999
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,2000,231.95999999999998,1945.88
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,2022,510.21000000000004,1572.1200000000001
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1992,219.29000000000002,2073.45
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,2013,311.83,2083.1100000000006
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1987,251.21999999999997,1962.8800000000003
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,2015,433.0,1640.3100000000002
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1983,169.99999999999997,2042.91
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,2008,223.37,1933.6399999999999
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1995,234.21999999999997,1630.9399999999998
ES4,1,España,Spain,Spanish,Centro (ES),,,2014,156.23999999999998,1784.1599999999999
ES4,1,España,Spain,Spanish,Centro (ES),,,2016,286.87,2011.51
ES4,1,España,Spain,Spanish,Centro (ES),,,1981,173.89,2116.5499999999997
ES4,1,España,Spain,Spanish,Centro (ES),,,1998,228.36,2001.37
ES4,1,España,Spain,Spanish,Centro (ES),,,1990,218.03,2034.8000000000002
ES4,1,España,Spain,Spanish,Centro (ES),,,1984,118.78999999999999,2429.04
ES4,1,España,Spain,Spanish,Centro (ES),,,2019,239.57000000000002,1894.5100000000002
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2020,83.71,2172.8
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,2010,212.26000000000002,2357.8900000000003
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1993,133.7,2610.5000000000005
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1989,164.62999999999997,2056.87
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1994,159.23999999999998,2228.14
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,2004,158.42,2333.19
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,2009,205.57000000000002,2044.53
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,2000,127.85,2244.1200000000003
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2007,11.42,2705.76
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2006,32.89,2434.25
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2012,33.38,2678.42
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1988,6.619999999999999,2692.2400000000002
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1980,6.710000000000001,3002.5
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2017,33.05,2378.7700000000004
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1996,13.419999999999998,2647.2999999999993
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,2009,14.41,2573.0200000000004
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,2010,26.379999999999995,2877.0099999999998
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,2004,5.0,2850.4700000000003
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1994,19.55,2588.1500000000005
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1993,26.96,3016.92
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,2000,11.55,2769.8900000000003
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1989,33.54,2434.62
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1993,38.089999999999996,2935.2799999999997
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,2000,22.049999999999997,2631.9099999999994
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1994,38.02,2518.37
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,2010,10.96,3037.34
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1989,31.919999999999998,2325.3
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,2009,16.16,2648.69
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,2004,7.549999999999999,2893.4900000000007
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1996,66.41,2267.28
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1988,42.59000000000001,2294.2200000000003
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2012,105.18,2310.82
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1980,27.0,2620.6200000000003
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2006,108.24000000000001,2075.88
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2017,173.01,1870.48
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2007,40.13,2215.47
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,1982,70.03,2422.6399999999994
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2002,53.1,2340.42
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2021,81.15,2292.34
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2011,86.28,2064.66
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2018,49.459999999999994,2420.9100000000003
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2023,115.96,2097.42
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2001,80.09,2456.6500000000005
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,2013,13.379999999999999,2790.11
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,2015,85.21000000000001,2328.0699999999997
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,2022,152.10999999999999,2174.29
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1995,51.17,2303.0
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1987,59.529999999999994,2619.92
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1992,53.650000000000006,2749.95
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1983,38.260000000000005,2580.0
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,2008,13.82,2729.95
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2016,110.0,2367.23
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1990,129.62,2238.4100000000003
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1998,95.68,2264.55
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1984,17.119999999999997,2619.1600000000003
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1981,64.11,2377.0699999999997
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2019,95.94,2234.48
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2014,26.41,2008.3000000000002
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2020,85.25999999999999,2045.6899999999998
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1983,162.76000000000002,2079.27
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1992,210.76,2151.74
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,2008,230.64,1974.43
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,2022,459.08,1594.76
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1987,213.2,1986.38
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,2013,273.83,2057.45
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1995,227.67000000000002,1647.44
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,2015,393.73,1651.4099999999999
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1984,90.9,2338.51
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1998,170.15,1886.7099999999998
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1981,83.17000000000002,2029.78
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1990,155.86,2012.1899999999998
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2014,223.1,1581.7599999999998
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2019,279.26,1752.3000000000002
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2016,282.73,1734.32
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1979,202.57999999999998,1925.02
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1999,458.69999999999993,1722.19
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,2003,474.99,1652.31
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2016,298.34,1994.8600000000001
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2014,152.32,1753.0299999999997
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1981,80.55,2295.44
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1998,174.01000000000002,2200.83
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1984,89.25,2653.48
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2019,250.42,1930.4099999999999
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1990,113.52999999999999,2260.9399999999996
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1997,52.949999999999996,2126.64
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,2005,82.11,2610.41
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1986,52.239999999999995,2843.9
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1985,70.38,2714.03
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1991,123.32000000000001,2884.1
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2020,498.29,1468.11
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2007,300.66,1355.9799999999998
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2017,613.08,1124.42
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2006,552.74,1241.09
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1988,361.58,1293.4399999999998
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1996,327.98,1311.45
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1980,390.88,1479.97
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2012,437.33,1484.64
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2021,403.0,1127.01
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2001,414.46,1270.08
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2018,453.85,1370.94
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2002,324.17,1167.6499999999999
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2011,338.94,1201.76
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,1982,292.37,1322.1499999999999
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2023,599.66,1039.54
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,2005,544.44,1484.1
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1985,443.8,1441.88
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1997,324.4,976.33
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1991,595.74,1520.18
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1986,356.77,1523.45
ES5,1,España,Spain,Spanish,Este,,,1980,80.97,1991.97
ES5,1,España,Spain,Spanish,Este,,,1988,153.62,1653.6799999999998
ES5,1,España,Spain,Spanish,Este,,,2007,156.47,1605.68
ES5,1,España,Spain,Spanish,Este,,,2012,280.03999999999996,1667.6299999999997
ES5,1,España,Spain,Spanish,Este,,,2017,299.55,1473.37
ES5,1,España,Spain,Spanish,Este,,,1996,120.63000000000001,1657.02
ES5,1,España,Spain,Spanish,Este,,,2006,256.88,1492.6200000000001
ES51,2,España,Spain,Spanish,Este,Cataluña,,1990,113.58,1960.21
ES51,2,España,Spain,Spanish,Este,Cataluña,,2014,122.33000000000001,1680.75
ES51,2,España,Spain,Spanish,Este,Cataluña,,1981,34.39999999999999,2019.2100000000003
ES51,2,España,Spain,Spanish,Este,Cataluña,,1998,129.17000000000002,2014.9800000000002
ES51,2,España,Spain,Spanish,Este,Cataluña,,1984,61.97,2280.27
ES51,2,España,Spain,Spanish,Este,Cataluña,,2016,203.51,1730.05
ES51,2,España,Spain,Spanish,Este,Cataluña,,2019,238.14000000000001,1799.9800000000002
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2001,106.79,1733.8700000000001
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2023,275.18,1562.0400000000002
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2011,84.12,1574.0400000000002
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2002,44.75,1613.96
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2018,166.64999999999998,1747.58
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2021,157.76999999999998,1742.95
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,1982,83.45,1921.0500000000002
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,2012,174.03,1780.42
