NUTS_CODE,nuts_level,country,country_en,adjective_en,nuts_1,nuts_2,nuts_3,YEAR,CDD,HDD
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,1995,94.78,1860.1200000000001
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,2015,146.27,1887.0799999999997
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,2008,56.72,2123.7400000000002
ES220,3,España,Spain,Spanish,Noreste,Comunidad Foral de Navarra,Navarra,2022,269.62,1694.6399999999999
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1994,93.25,2296.12
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,2000,45.35,2393.1299999999997
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,2004,49.650000000000006,2562.71
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,2009,82.41,2240.6000000000004
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,2010,57.49,2583.9100000000003
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1993,41.41,2671.3299999999995
ES23,2,España,Spain,Spanish,Noreste,La Rioja,,1989,40.0,2322.11
ES230,3,España,Spain,Spanish,Noreste,La Rioja,La Rioja,2020,75.61,2120.5099999999998
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1986,108.44,2396.27
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1991,141.01,2582.12
ES24,2,España,Spain,Spanish,Noreste,Aragón,,2005,130.87,2432.44
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1985,125.52000000000001,2424.73
ES24,2,España,Spain,Spanish,Noreste,Aragón,,1997,62.879999999999995,1954.63
ES241,3,España,Spain,Spanish,Noreste,Aragón,Huesca,2020,236.94000000000003,1915.01
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2016,84.74000000000001,2343.7
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2019,127.45,2275.7499999999995
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,2014,58.120000000000005,2018.6200000000001
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1981,32.15,2573.6499999999996
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1990,47.68,2491.86
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1998,47.620000000000005,2494.7400000000002
ES242,3,España,Spain,Spanish,Noreste,Aragón,Teruel,1984,27.060000000000002,2931.3899999999994
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,2009,261.75,1889.76
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,2010,198.32999999999996,2154.83
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1993,149.82999999999998,2140.4199999999996
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1989,195.23999999999998,1801.7699999999998
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,2000,180.85999999999999,1858.91
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,1994,265.85999999999996,1834.6
ES243,3,España,Spain,Spanish,Noreste,Aragón,Zaragoza,2004,173.33000000000004,2099.69
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1999,298.69000000000005,1972.12
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,2003,377.35,1911.8200000000002
ES3,1,España,Spain,Spanish,Comunidad de Madrid,,,1979,130.63,2168.09
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1991,340.54,2280.0699999999997
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1985,290.61,2112.08
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1997,197.62,1566.2399999999998
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,1986,193.07999999999998,2278.4500000000003
ES30,2,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,,2005,349.52,2048.39
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,2003,377.35,1911.8200000000002
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1999,298.69,1972.12
ES300,3,España,Spain,Spanish,Comunidad de Madrid,Comunidad de Madrid,Madrid,1979,130.63,2168.09
ES4,1,España,Spain,Spanish,Centro (ES),,,2007,135.68,2116.1200000000003
ES4,1,España,Spain,Spanish,Centro (ES),,,2017,310.43,1814.7499999999998
ES4,1,España,Spain,Spanish,Centro (ES),,,1988,163.08,2118.5699999999997
ES4,1,España,Spain,Spanish,Centro (ES),,,2012,235.32999999999998,2147.89
ES4,1,España,Spain,Spanish,Centro (ES),,,1996,145.92000000000002,2075.33
ES4,1,España,Spain,Spanish,Centro (ES),,,2006,260.86,1915.5900000000001
ES4,1,España,Spain,Spanish,Centro (ES),,,1980,153.07999999999998,2365.5299999999997
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2021,56.9,2326.3900000000003
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2001,51.84,2545.78
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2002,32.71,2413.54
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2023,88.00000000000001,2097.18
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,1982,43.33,2520.21
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2011,46.629999999999995,2167.16
ES41,2,España,Spain,Spanish,Centro (ES),Castilla y León,,2018,49.94,2430.2
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1997,110.53999999999999,1885.36
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1986,111.99,2520.2499999999995
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,2005,212.85999999999996,2311.9300000000003
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1991,213.62000000000003,2563.6600000000003
ES411,3,España,Spain,Spanish,Centro (ES),Castilla y León,Ávila,1985,152.71,2418.52
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2016,26.23,2577.2000000000003
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1990,43.489999999999995,2538.6099999999997
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2019,44.18,2461.35
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1998,34.78,2535.2000000000007
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1984,2.15,3085.91
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,2014,7.33,2294.25
ES412,3,España,Spain,Spanish,Centro (ES),Castilla y León,Burgos,1981,13.010000000000002,2743.2699999999995
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1986,17.4,2854.9000000000005
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1991,45.83,2906.54
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,2005,17.04,2836.2699999999995
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1985,21.979999999999997,2819.88
ES413,3,España,Spain,Spanish,Centro (ES),Castilla y León,León,1997,22.270000000000003,2312.48
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,2005,17.8,2906.4
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1991,60.83,2857.89
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1986,21.14,2700.1200000000003
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1997,27.81,2174.63
ES414,3,España,Spain,Spanish,Centro (ES),Castilla y León,Palencia,1985,26.36,2755.69
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1990,128.75,2173.5699999999997
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2014,39.83,1856.6799999999998
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2016,157.25,2108.1400000000003
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,2019,109.9,1987.38
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1984,18.0,2604.23
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1998,86.57,2264.42
ES415,3,España,Spain,Spanish,Centro (ES),Castilla y León,Salamanca,1981,64.32,2409.55
ES416,3,España,Spain,Spanish,Centro (ES),Castilla y León,Segovia,2020,102.47,2136.4900000000002
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1999,37.9,2524.1600000000008
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,1979,19.81,2799.9399999999996
ES417,3,España,Spain,Spanish,Centro (ES),Castilla y León,Soria,2003,76.77000000000001,2472.58
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2012,74.08000000000001,2513.28
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1980,32.089999999999996,2613.4399999999996
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1996,60.56,2302.69
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2007,31.97,2476.4399999999996
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,1988,49.0,2312.21
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2006,89.07,2277.41
ES418,3,España,Spain,Spanish,Centro (ES),Castilla y León,Valladolid,2017,141.09000000000003,2075.15
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2023,80.2,2001.35
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2001,57.10999999999999,2476.1299999999997
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,1982,41.69,2345.519999999999
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2002,32.03,2306.43
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2011,31.870000000000005,2078.59
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2021,54.279999999999994,2198.66
ES419,3,España,Spain,Spanish,Centro (ES),Castilla y León,Zamora,2018,56.6,2293.92
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1999,283.81,1989.2199999999998
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,2003,334.83,1903.52
ES42,2,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,,1979,131.45,2189.09
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1996,77.09,1938.76
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1980,118.49000000000001,2312.0599999999995
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2007,178.46,1795.0600000000002
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2017,346.89,1688.8399999999997
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2006,279.28,1621.65
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,1988,163.61,1992.76
ES421,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Albacete,2012,334.16999999999996,1916.72
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1983,236.21,1842.8600000000001
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,2008,336.23999999999995,1731.2100000000003
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,2022,598.64,1375.3
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1987,309.23,1729.8300000000002
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,2013,386.15,1823.8600000000001
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1992,312.12,1861.1
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,1995,360.16,1337.58
ES422,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Ciudad Real,2015,522.22,1423.18
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2017,306.31000000000006,1845.5099999999998
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1988,135.43,2296.07
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2007,100.96000000000001,2178.11
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2012,231.97,2118.81
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1980,107.44,2560.47
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,1996,84.87,2254.2599999999998
ES423,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Cuenca,2006,208.17999999999998,1949.1299999999999
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,2009,65.47,2475.94
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1989,65.00999999999999,2407.4800000000005
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1993,63.720000000000006,2820.9700000000003
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,2010,63.04,2729.3199999999997
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,2000,68.81,2475.09
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,1994,107.16999999999999,2460.82
ES424,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Guadalajara,2004,63.489999999999995,2569.1100000000006
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,1982,276.41999999999996,1731.0900000000001
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2011,417.39000000000004,1453.28
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2018,468.9,1744.0100000000002
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2002,332.88,1537.0700000000002
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2001,371.96,1627.2
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2021,417.33,1536.0000000000002
ES425,3,España,Spain,Spanish,Centro (ES),Castilla-La Mancha,Toledo,2023,527.07,1389.2799999999997
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1981,452.22,1229.8
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2014,308.03,1199.59
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1998,466.12,1236.3899999999999
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2016,595.18,1282.68
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,2019,450.65,1159.47
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1984,301.71000000000004,1585.86
ES43,2,España,Spain,Spanish,Centro (ES),Extremadura,,1990,444.77,1271.3999999999999
ES431,3,España,Spain,Spanish,Centro (ES),Extremadura,Badajoz,2020,556.53,1027.15
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,2004,525.04,1485.3399999999997
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1993,369.77,1550.3399999999997
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,2009,507.92999999999995,1232.11
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,2010,567.79,1508.9099999999999
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1989,513.34,1108.51
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,1994,436.28000000000003,1199.58
ES432,3,España,Spain,Spanish,Centro (ES),Extremadura,Cáceres,2000,365.51,1352.6
ES5,1,España,Spain,Spanish,Este,,,1984,84.97,1942.6
ES5,1,España,Spain,Spanish,Este,,,1998,192.20000000000002,1655.15
ES5,1,España,Spain,Spanish,Este,,,2016,260.96,1434.58
ES5,1,España,Spain,Spanish,Este,,,2019,293.75,1500.1300000000003
ES5,1,España,Spain,Spanish,Este,,,1981,52.85,1710.99
ES5,1,España,Spain,Spanish,Este,,,2014,217.04000000000002,1364.08
ES5,1,España,Spain,Spanish,Este,,,1990,190.07,1662.5300000000002
ES51,2,España,Spain,Spanish,Este,Cataluña,,1988,114.09,1965.4399999999998
ES51,2,España,Spain,Spanish,Este,Cataluña,,1996,77.24000000000001,2019.92
ES51,2,España,Spain,Spanish,Este,Cataluña,,2006,196.90999999999997,1778.3500000000001
ES51,2,España,Spain,Spanish,Este,Cataluña,,2012,205.78,1974.1399999999999
ES51,2,España,Spain,Spanish,Este,Cataluña,,1980,40.410000000000004,2315.99
ES51,2,España,Spain,Spanish,Este,Cataluña,,2017,237.3,1745.4200000000003
ES51,2,España,Spain,Spanish,Este,Cataluña,,2007,93.0,1926.1300000000003
ES511,3,España,Spain,Spanish,Este,Cataluña,Barcelona,2020,174.63,1618.33
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,2016,174.48,1610.73
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,1981,33.69,1976.8
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,2014,91.31,1552.6000000000001
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,2019,233.12,1710.2200000000003
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,1998,109.41,1931.3400000000001
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,1984,41.57,2152.94
ES512,3,España,Spain,Spanish,Este,Cataluña,Girona,1990,104.52,1832.6499999999999
ES513,3,España,Spain,Spanish,Este,Cataluña,Lleida,1985,106.23,2541.54
ES513,3,España,Spain,Spanish,Este,Cataluña,Lleida,1991,105.14999999999999,2757.0099999999998
ES513,3,España,Spain,Spanish,Este,Cataluña,Lleida,1997,53.33,2221.89
ES513,3,España,Spain,Spanish,Este,Cataluña,Lleida,1986,92.96000000000001,2496.54
ES513,3,España,Spain,Spanish,Este,Cataluña,Lleida,2005,119.16000000000001,2532.43
ES514,3,España,Spain,Spanish,Este,Cataluña,Tarragona,2020,338.11000000000007,1177.31
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,1990,277.34999999999997,1384.13
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,1981,69.78,1413.89
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,1998,254.32999999999998,1289.16
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,2014,304.58,1076.4800000000002
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,2019,341.19000000000005,1226.02
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,1984,111.7,1619.4299999999998
ES52,2,España,Spain,Spanish,Este,Comunitat Valenciana,,2016,321.14,1193.0699999999997
ES521,3,España,Spain,Spanish,Este,Comunitat Valenciana,Alicante/Alacant,2020,432.28999999999996,798.1
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,2010,201.34,1790.9199999999998
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,2009,269.72999999999996,1498.27
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,2004,221.13,1692.62
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,1994,248.99,1427.9599999999998
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,2000,163.61,1445.43
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,1989,166.39,1519.6100000000001
ES522,3,España,Spain,Spanish,Este,Comunitat Valenciana,Castellón/Castelló,1993,120.17000000000002,1762.72
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,2014,324.53,1107.4
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,2019,336.37,1268.99
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,1998,269.51,1364.4199999999998
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,1990,278.29,1451.5600000000002
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,2016,332.84999999999997,1252.35
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,1981,83.15,1480.42
ES523,3,España,Spain,Spanish,Este,Comunitat Valenciana,Valencia/València,1984,123.41,1710.4299999999998
ES53,2,España,Spain,Spanish,Este,Illes Balears,,2020,398.33000000000004,642.8800000000001
ES531,3,España,Spain,Spanish,Este,Illes Balears,Eivissa y Formentera,1979,232.61,880.3800000000001
ES531,3,España,Spain,Spanish,Este,Illes Balears,Eivissa y Formentera,1999,422.01,739.22
ES531,3,España,Spain,Spanish,Este,Illes Balears,Eivissa y Formentera,2003,596.76,726.26
ES532,3,España,Spain,Spanish,Este,Illes Balears,Mallorca,2003,485.8999999999999,1080.13
ES532,3,España,Spain,Spanish,Este,Illes Balears,Mallorca,1979,135.1,1320.84
ES532,3,España,Spain,Spanish,Este,Illes Balears,Mallorca,1999,284.0,1205.02
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,2016,351.97,682.38
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,2019,380.09000000000003,915.62
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,1984,111.69,1219.37
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,1981,79.52,1039.52
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,1990,364.46999999999997,817.31
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,2014,388.46999999999997,711.65
ES533,3,España,Spain,Spanish,Este,Illes Balears,Menorca,1998,295.65999999999997,883.5900000000001
ES6,1,España,Spain,Spanish,Sur,,,2020,483.58,961.83
ES61,2,España,Spain,Spanish,Sur,Andalucía,,1981,307.12,1234.91
ES61,2,España,Spain,Spanish,Sur,Andalucía,,2014,327.78999999999996,1063.68
ES61,2,España,Spain,Spanish,Sur,Andalucía,,2016,492.27,1098.3899999999999
ES61,2,España,Spain,Spanish,Sur,Andalucía,,1984,226.93,1555.9500000000003
ES61,2,España,Spain,Spanish,Sur,Andalucía,,1998,343.86,1186.76
ES61,2,España,Spain,Spanish,Sur,Andalucía,,1990,332.39,1241.7199999999998
ES61,2,España,Spain,Spanish,Sur,Andalucía,,2019,374.07,1102.5
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2018,382.66,1051.6100000000001
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2023,476.87999999999994,866.54
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2011,328.69,1039.7600000000002
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,1982,109.93,1354.0
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2021,365.14000000000004,915.8399999999999
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2001,235.73999999999998,1114.73
ES611,3,España,Spain,Spanish,Sur,Andalucía,Almería,2002,149.83999999999997,1136.52
ES612,3,España,Spain,Spanish,Sur,Andalucía,Cádiz,1985,325.31,846.6899999999999
ES612,3,España,Spain,Spanish,Sur,Andalucía,Cádiz,1991,313.88,951.6500000000001
ES612,3,España,Spain,Spanish,Sur,Andalucía,Cádiz,1986,186.05999999999997,1025.7800000000002
ES612,3,España,Spain,Spanish,Sur,Andalucía,Cádiz,2005,396.24999999999994,958.5300000000001
ES612,3,España,Spain,Spanish,Sur,Andalucía,Cádiz,1997,162.07000000000002,493.78
ES613,3,España,Spain,Spanish,Sur,Andalucía,Córdoba,1979,396.43,1374.23
ES613,3,España,Spain,Spanish,Sur,Andalucía,Córdoba,2003,567.78,1249.91
ES613,3,España,Spain,Spanish,Sur,Andalucía,Córdoba,1999,488.1400000000001,1339.0
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,2004,146.06,2039.86
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,2010,261.02000000000004,1872.94
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,1989,149.10000000000002,1837.15
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,2009,260.07,1668.33
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,1994,226.79999999999998,1902.9700000000003
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,2000,126.14,1942.8799999999999
ES614,3,España,Spain,Spanish,Sur,Andalucía,Granada,1993,111.41999999999999,2268.17
ES615,3,España,Spain,Spanish,Sur,Andalucía,Huelva,1986,241.44,1198.63
ES615,3,España,Spain,Spanish,Sur,Andalucía,Huelva,1985,348.89,1060.84
ES615,3,España,Spain,Spanish,Sur,Andalucía,Huelva,1997,251.34,597.3999999999999
ES615,3,España,Spain,Spanish,Sur,Andalucía,Huelva,1991,462.77000000000004,1142.74
ES615,3,España,Spain,Spanish,Sur,Andalucía,Huelva,2005,440.74,1021.23
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,2016,539.3100000000001,1377.37
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,2014,418.96,1272.1599999999999
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,1990,381.43,1551.5800000000002
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,2019,482.94000000000005,1385.42
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,1998,390.74,1467.61
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,1984,252.17000000000002,1959.55
ES616,3,España,Spain,Spanish,Sur,Andalucía,Jaén,1981,417.17999999999995,1459.6
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,2014,326.03999999999996,916.88
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,1998,212.9,1106.23
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,2016,411.69,884.2099999999999
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,2019,293.05,917.03
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,1981,105.34,1163.8700000000001
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,1990,181.6,1126.54
ES617,3,España,Spain,Spanish,Sur,Andalucía,Málaga,1984,108.16,1404.57
ES618,3,España,Spain,Spanish,Sur,Andalucía,Sevilla,1986,359.91999999999996,1245.9199999999998
ES618,3,España,Spain,Spanish,Sur,Andalucía,Sevilla,2005,575.65,1067.3
ES618,3,España,Spain,Spanish,Sur,Andalucía,Sevilla,1991,593.12,1149.22
ES618,3,España,Spain,Spanish,Sur,Andalucía,Sevilla,1985,478.55999999999995,1108.6
ES618,3,España,Spain,Spanish,Sur,Andalucía,Sevilla,1997,379.01,628.47
ES62,2,España,Spain,Spanish,Sur,Región de Murcia,,2020,428.09999999999997,996.8899999999999
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2001,314.12,1132.8999999999999
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2011,425.71,1083.1499999999999
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2018,443.57,1147.8999999999999
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2021,460.64,1061.49
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2002,204.44,1140.87
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,2023,577.0599999999998,929.57
ES620,3,España,Spain,Spanish,Sur,Región de Murcia,Murcia,1982,248.76,1323.54
